                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW                Rain    Heat    Cool    In     In    In     In    Temp   Temp    Hum    Hum  Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index   Bar    Rain  Rate    D-D     D-D    Temp   Hum    Dew   Heat    2nd    3rd    2nd    3rd  Samp   Tx   Recept  Int.
 2/06/24 10:30a   -1.7   -0.2   -1.8    80   -4.7   4.8     W   2.41  11.3    SW   -3.4   -1.8   -3.6  1019.4  0.00   0.0   0.417   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   692    1    100.0   30 
 2/06/24 11:00a   -1.3   -0.8   -1.7    81   -4.1   3.2    SW   1.61   8.0   WSW   -2.0   -1.4   -2.2  1019.3  0.00   0.0   0.409   0.000   18.4    21   -4.4   15.7    ---    ---    ---    ---   694    1    100.0   30 
 2/06/24 11:30a   -0.9   -0.8   -2.2    78   -4.2   4.8    SW   2.41   9.7   WNW   -2.5   -1.1   -2.7  1019.4  0.00   0.0   0.400   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   690    1    100.0   30 
 2/06/24 12:00p   -1.4   -0.9   -1.5    80   -4.4   4.8   WSW   2.41   8.0   SSW   -3.1   -1.6   -3.2  1019.5  0.00   0.0   0.411   0.000   18.7    21   -4.1   15.9    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24 12:30p   -1.9   -1.1   -1.9    79   -5.1   3.2     W   1.61   6.4     W   -2.7   -2.1   -2.9  1019.3  0.00   0.0   0.422   0.000   18.9    21   -3.9   16.2    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24  1:00p   -0.9   -0.7   -1.9    81   -3.8   4.8   WSW   2.41   9.7     W   -2.6   -1.1   -2.7  1019.1  0.00   0.0   0.402   0.000   19.4    23   -2.3   16.7    ---    ---    ---    ---   690    1    100.0   30 
 2/06/24  1:30p    0.2    0.2   -1.1    77   -3.3   4.8     W   2.41   8.0     W   -1.2    0.0   -1.4  1018.8  0.00   0.0   0.377   0.000   20.1    25   -0.6   17.8    ---    ---    ---    ---   693    1    100.0   30 
 2/06/24  2:00p    0.5    0.5    0.1    73   -3.8   6.4     W   3.22  11.3   WNW   -1.6    0.3   -1.8  1018.4  0.00   0.0   0.372   0.000   19.8    23   -1.9   17.3    ---    ---    ---    ---   697    1    100.0   30 
 2/06/24  2:30p    0.8    0.9    0.5    72   -3.7   6.4     W   3.22  11.3    NW   -1.3    0.5   -1.6  1018.4  0.00   0.0   0.366   0.000   19.7    21   -3.2   17.0    ---    ---    ---    ---   699    1    100.0   30 
 2/06/24  3:00p    0.9    0.9    0.6    71   -3.7   4.8    SW   2.41   9.7     W   -0.4    0.7   -0.7  1018.3  0.00   0.0   0.362   0.000   19.7    21   -3.3   16.9    ---    ---    ---    ---   693    1    100.0   30 
 2/06/24  3:30p    0.6    0.9    0.4    75   -3.3   3.2    SW   1.61   6.4    SW    0.1    0.4   -0.1  1018.4  0.00   0.0   0.369   0.000   19.7    21   -3.2   17.0    ---    ---    ---    ---   690    1    100.0   30 
 2/06/24  4:00p    0.3    0.6    0.1    78   -3.1   3.2     W   1.61   8.0     W   -0.3    0.1   -0.4  1017.9  0.00   0.0   0.376   0.000   20.0    20   -3.7   17.3    ---    ---    ---    ---   691    1    100.0   30 
 2/06/24  4:30p   -0.3    0.3   -0.4    81   -3.1   4.8   WNW   2.41   6.4     W   -1.8   -0.4   -1.9  1017.7  0.00   0.0   0.388   0.000   20.1    20   -3.6   17.4    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24  5:00p   -0.9   -0.3   -0.9    82   -3.6   3.2     W   1.61   8.0     W   -1.6   -1.1   -1.7  1017.6  0.00   0.0   0.400   0.000   20.1    19   -4.3   17.3    ---    ---    ---    ---   694    1    100.0   30 
 2/06/24  5:30p   -1.2   -0.7   -1.2    83   -3.7   4.8   WNW   2.41   6.4    SW   -2.9   -1.3   -3.0  1017.5  0.00   0.0   0.407   0.000   19.9    20   -3.7   17.2    ---    ---    ---    ---   696    1    100.0   30 
 2/06/24  6:00p   -1.4   -0.9   -1.4    84   -3.7   3.2    SW   1.61   4.8   WSW   -2.1   -1.5   -2.2  1017.5  0.00   0.0   0.411   0.000   19.8    20   -3.8   17.1    ---    ---    ---    ---   688    1    100.0   30 
 2/06/24  6:30p   -1.6   -1.1   -1.8    85   -3.8   3.2   WSW   1.61   6.4   WSW   -2.3   -1.7   -2.4  1017.3  0.00   0.0   0.416   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   686    1    100.0   30 
 2/06/24  7:00p   -1.9   -1.6   -2.0    86   -4.0   3.2   WSW   1.61   6.4   WSW   -2.7   -2.1   -2.8  1016.9  0.00   0.0   0.422   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   692    1    100.0   30 
 2/06/24  7:30p   -1.9   -1.7   -2.1    86   -4.0   3.2   WSW   1.61   6.4   WSW   -2.7   -2.1   -2.8  1016.4  0.00   0.0   0.422   0.000   19.4    20   -4.1   16.6    ---    ---    ---    ---   692    1    100.0   30 
 2/06/24  8:00p   -2.0   -1.8   -2.2    87   -3.9   3.2     W   1.61   6.4    NW   -2.8   -2.1   -2.9  1015.9  0.00   0.0   0.424   0.000   19.6    21   -3.4   16.8    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24  8:30p   -2.3   -2.0   -2.4    87   -4.2   3.2   WSW   1.61   6.4     W   -3.1   -2.4   -3.2  1015.9  0.00   0.0   0.431   0.000   19.7    21   -3.3   16.9    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24  9:00p   -2.0   -2.0   -2.3    88   -3.7   3.2    SW   1.61   6.4   WSW   -2.8   -2.1   -2.9  1015.4  0.00   0.0   0.424   0.000   19.7    21   -3.2   17.0    ---    ---    ---    ---   695    1    100.0   30 
 2/06/24  9:30p   -2.3   -1.7   -2.3    86   -4.4   3.2   SSW   1.61   8.0   WSW   -3.1   -2.4   -3.2  1015.4  0.00   0.0   0.431   0.000   19.7    20   -3.9   16.9    ---    ---    ---    ---   691    1    100.0   30 
 2/06/24 10:00p   -2.9   -2.3   -2.9    88   -4.7   4.8     W   2.41   8.0     W   -4.8   -3.0   -4.9  1015.1  0.00   0.0   0.443   0.000   19.6    20   -4.0   16.7    ---    ---    ---    ---   691    1    100.0   30 
 2/06/24 10:30p   -2.5   -2.5   -3.1    89   -4.1   4.8     W   2.41   9.7   WSW   -4.3   -2.6   -4.4  1014.9  0.00   0.0   0.434   0.000   19.4    20   -4.1   16.6    ---    ---    ---    ---   694    1    100.0   30 
 2/06/24 11:00p   -3.3   -2.3   -3.3    88   -5.0   3.2   WSW   1.61   8.0   WNW   -4.2   -3.3   -4.2  1014.5  0.00   0.0   0.450   0.000   19.4    19   -4.9   16.5    ---    ---    ---    ---   691    1    100.0   30 
 2/06/24 11:30p   -3.0   -2.8   -3.3    88   -4.7   4.8   WNW   2.41   9.7   WSW   -4.9   -3.1   -4.9  1014.4  0.00   0.0   0.444   0.000   19.4    19   -4.9   16.5    ---    ---    ---    ---   696    1    100.0   30 
 3/06/24 12:00a   -3.3   -2.9   -3.3    88   -5.0   4.8   WSW   2.41   8.0     W   -5.2   -3.3   -5.3  1013.8  0.00   0.0   0.450   0.000   19.2    19   -5.0   16.3    ---    ---    ---    ---   693    1    100.0   30 
 3/06/24 12:30a   -4.1   -3.3   -4.1    88   -5.7   4.8   WSW   2.41   8.0    SW   -6.1   -4.1   -6.1  1013.9  0.00   0.0   0.466   0.000   19.1    19   -5.1   16.2    ---    ---    ---    ---   690    1    100.0   30 
 3/06/24  1:00a   -3.7   -3.7   -4.3    89   -5.3   4.8   WSW   2.41   8.0   WSW   -5.7   -3.8   -5.8  1013.9  0.00   0.0   0.459   0.000   19.0    19   -5.2   16.1    ---    ---    ---    ---   691    1    100.0   30 
 3/06/24  1:30a   -4.1   -3.7   -4.7    90   -5.5   3.2     W   1.61   8.0   WSW   -5.1   -4.1   -5.1  1013.6  0.00   0.0   0.466   0.000   19.0    19   -5.2   16.1    ---    ---    ---    ---   688    1    100.0   30 
 3/06/24  2:00a   -4.7   -4.1   -5.1    89   -6.3   3.2     W   1.61   8.0     W   -5.8   -4.8   -5.8  1013.0  0.00   0.0   0.480   0.000   18.9    19   -5.2   16.1    ---    ---    ---    ---   689    1    100.0   30 
 3/06/24  2:30a   -4.8   -4.7   -5.3    90   -6.2   3.2     W   1.61   6.4   WSW   -5.9   -4.9   -5.9  1012.9  0.00   0.0   0.483   0.000   18.8    19   -5.3   15.9    ---    ---    ---    ---   685    1    100.0   30 
 3/06/24  3:00a   -4.7   -4.5   -5.1    90   -6.1   3.2   WSW   1.61   8.0   WSW   -5.8   -4.8   -5.8  1012.7  0.00   0.0   0.480   0.000   18.8    19   -5.4   15.9    ---    ---    ---    ---   693    1    100.0   30 
 3/06/24  3:30a   -5.3   -4.7   -5.3    90   -6.7   3.2   WSW   1.61   8.0   WSW   -6.4   -5.3   -6.4  1012.7  0.00   0.0   0.492   0.000   18.7    18   -6.2   15.8    ---    ---    ---    ---   692    1    100.0   30 
 3/06/24  4:00a   -4.8   -4.6   -5.4    90   -6.2   3.2   WSW   1.61   6.4   WSW   -5.9   -4.9   -5.9  1012.4  0.00   0.0   0.483   0.000   18.6    18   -6.3   15.7    ---    ---    ---    ---   688    1    100.0   30 
 3/06/24  4:30a   -4.8   -4.8   -5.3    90   -6.2   3.2   WNW   1.61   6.4   WSW   -5.9   -4.9   -5.9  1012.3  0.00   0.0   0.483   0.000   18.6    18   -6.3   15.7    ---    ---    ---    ---   680    1     99.4   30 
 3/06/24  5:00a   -4.7   -4.7   -5.1    90   -6.1   3.2    SW   1.61   6.4   WSW   -5.7   -4.7   -5.8  1011.8  0.00   0.0   0.479   0.000   18.5    18   -6.3   15.6    ---    ---    ---    ---   689    1    100.0   30 
 3/06/24  5:30a   -5.1   -4.6   -5.3    90   -6.4   4.8     W   2.41   6.4     W   -7.2   -5.1   -7.3  1011.3  0.00   0.0   0.487   0.000   18.5    18   -6.3   15.6    ---    ---    ---    ---   691    1    100.0   30 
 3/06/24  6:00a   -4.6   -4.6   -5.1    90   -5.9   3.2    SW   1.61   6.4     W   -5.6   -4.6   -5.6  1010.9  0.00   0.0   0.477   0.000   18.4    18   -6.4   15.5    ---    ---    ---    ---   661    1     96.6   30 
 3/06/24  6:30a   -4.7   -4.3   -4.7    90   -6.1   3.2    SW   1.61   8.0   WSW   -5.7   -4.7   -5.8  1010.4  0.00   0.0   0.479   0.000   18.4    18   -6.4   15.5    ---    ---    ---    ---   685    1    100.0   30 
 3/06/24  7:00a   -4.6   -4.4   -4.7    90   -5.9   3.2   WSW   1.61   6.4   WSW   -5.6   -4.6   -5.6  1010.4  0.00   0.0   0.477   0.000   18.3    18   -6.5   15.4    ---    ---    ---    ---   689    1    100.0   30 
 3/06/24  7:30a   -4.5   -4.3   -4.6    90   -5.9   1.6   WNW   0.80   6.4   WSW   -4.5   -4.6   -4.6  1010.0  0.00   0.0   0.476   0.000   18.3    18   -6.5   15.4    ---    ---    ---    ---   690    1    100.0   30 
 3/06/24  8:00a   -4.2   -4.2   -4.7    90   -5.6   4.8     W   2.41   8.0   WSW   -6.3   -4.3   -6.3  1009.8  0.00   0.0   0.470   0.000   18.3    18   -6.5   15.4    ---    ---    ---    ---   693    1    100.0   30 
 3/06/24  8:30a   -4.4   -4.1   -4.4    90   -5.8   3.2     W   1.61   6.4   WSW   -5.4   -4.4   -5.4  1009.4  0.00   0.0   0.473   0.000   18.3    18   -6.5   15.4    ---    ---    ---    ---   690    1    100.0   30 
 3/06/24  9:00a   -4.1   -4.0   -4.6    90   -5.5   3.2     W   1.61   6.4   WNW   -5.1   -4.1   -5.1  1009.4  0.00   0.0   0.466   0.000   18.2    18   -6.5   15.3    ---    ---    ---    ---   684    1    100.0   30 
 3/06/24  9:30a   -4.2   -3.8   -4.3    90   -5.6   3.2   WSW   1.61   8.0   WSW   -5.2   -4.3   -5.3  1009.4  0.00   0.0   0.470   0.000   18.2    18   -6.5   15.3    ---    ---    ---    ---   691    1    100.0   30 
 3/06/24 10:00a   -4.2   -3.7   -4.4    90   -5.6   4.8     W   2.41   8.0   WNW   -6.2   -4.2   -6.3  1009.2  0.00   0.0   0.469   0.000   18.2    18   -6.5   15.3    ---    ---    ---    ---   688    1    100.0   30 
 3/06/24 10:30a   -3.9   -3.7   -4.2    90   -5.3   6.4   WSW   3.22  11.3     W   -6.7   -3.9   -6.7  1009.0  0.00   0.0   0.463   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   687    1    100.0   30 
 3/06/24 11:00a   -3.3   -3.3   -3.9    90   -4.7   6.4     W   3.22  11.3     W   -6.1   -3.4   -6.1  1008.8  0.00   0.0   0.451   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   691    1    100.0   30 
 3/06/24 11:30a   -2.7   -2.7   -3.3    90   -4.1   4.8   WSW   2.41   9.7     W   -4.5   -2.7   -4.6  1008.8  0.00   0.0   0.437   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24 12:00p   -2.3   -2.3   -2.8    90   -3.8   6.4     W   3.22   8.0   WSW   -4.9   -2.4   -5.0  1008.5  0.00   0.0   0.431   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   692    1    100.0   30 
 3/06/24 12:30p   -1.4   -1.4   -2.3    90   -2.9   4.8     W   2.41   9.7     W   -3.1   -1.6   -3.2  1008.2  0.00   0.0   0.412   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   687    1    100.0   30 
 3/06/24  1:00p   -0.9   -0.9   -1.4    89   -2.5   6.4     W   3.22   9.7     W   -3.2   -1.0   -3.3  1007.7  0.00   0.0   0.400   0.000   18.1    19   -5.9   15.3    ---    ---    ---    ---   696    1    100.0   30 
 3/06/24  1:30p   -0.3   -0.3   -0.9    89   -1.9   3.2     W   1.61   4.8    SW   -0.9   -0.4   -1.0  1007.1  0.00   0.0   0.388   0.000   18.3    19   -5.8   15.4    ---    ---    ---    ---   693    1    100.0   30 
 3/06/24  2:00p    0.1    0.1   -0.3    89   -1.5   3.2     W   1.61   6.4     W   -0.5    0.0   -0.6  1007.0  0.00   0.0   0.381   0.000   18.3    20   -5.1   15.5    ---    ---    ---    ---   694    1    100.0   30 
 3/06/24  2:30p    0.3    0.3    0.1    88   -1.5   4.8     W   2.41   8.0    NW   -1.2    0.2   -1.3  1006.6  0.00   0.0   0.376   0.000   18.3    20   -5.1   15.5    ---    ---    ---    ---   700    1    100.0   30 
 3/06/24  3:00p    0.7    0.7    0.3    87   -1.2   6.4     W   3.22   9.7     W   -1.4    0.6   -1.5  1006.5  0.00   0.0   0.368   0.000   18.5    20   -4.9   15.7    ---    ---    ---    ---   690    1    100.0   30 
 3/06/24  3:30p    0.4    0.6    0.4    87   -1.5   6.4     W   3.22   9.7     W   -1.7    0.3   -1.8  1006.2  0.00   0.0   0.373   0.000   18.5    20   -4.9   15.7    ---    ---    ---    ---   698    1    100.0   30 
 3/06/24  4:00p    0.3    0.7    0.3    86   -1.8   3.2    SW   1.61   9.7   WSW   -0.3    0.2   -0.4  1006.0  0.00   0.0   0.376   0.000   18.5    20   -4.9   15.7    ---    ---    ---    ---   692    1    100.0   30 
 3/06/24  4:30p   -0.4    0.3   -0.4    87   -2.3   3.2     W   1.61   4.8     W   -1.0   -0.5   -1.1  1006.1  0.00   0.0   0.390   0.000   18.4    20   -5.0   15.6    ---    ---    ---    ---   692    1    100.0   30 
 3/06/24  5:00p   -0.9   -0.2   -0.9    87   -2.8   1.6    SW   0.80   6.4   WNW   -0.9   -1.1   -1.1  1006.3  0.00   0.0   0.402   0.000   18.4    20   -5.0   15.6    ---    ---    ---    ---   691    1    100.0   30 
 3/06/24  5:30p   -1.1   -0.6   -1.1    88   -2.8   1.6    SW   0.80   6.4    NW   -1.1   -1.2   -1.2  1005.9  0.00   0.0   0.404   0.000   18.3    20   -5.1   15.5    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24  6:00p   -0.9   -0.9   -1.4    90   -2.4   4.8   WSW   2.41   9.7   WSW   -2.6   -1.1   -2.7  1005.8  0.00   0.0   0.402   0.000   18.3    20   -5.1   15.5    ---    ---    ---    ---   696    1    100.0   30 
 3/06/24  6:30p   -1.6   -0.7   -1.6    89   -3.2   3.2     W   1.61   4.8   SSW   -2.3   -1.7   -2.4  1005.7  0.00   0.0   0.416   0.000   18.4    20   -5.0   15.6    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24  7:00p   -1.8   -1.6   -1.9    89   -3.4   4.8     W   2.41   8.0     W   -3.6   -1.9   -3.7  1005.6  0.00   0.0   0.420   0.000   18.4    20   -5.0   15.6    ---    ---    ---    ---   694    1    100.0   30 
 3/06/24  7:30p   -1.5   -1.2   -1.8    89   -3.1   4.8   WSW   2.41   9.7     W   -3.2   -1.6   -3.3  1005.7  0.00   0.0   0.413   0.000   18.6    22   -3.6   15.8    ---    ---    ---    ---   697    1    100.0   30 
 3/06/24  8:00p   -1.4   -1.1   -1.7    89   -3.0   4.8     W   2.41   9.7   WSW   -3.1   -1.6   -3.2  1005.7  0.00   0.0   0.412   0.000   18.8    24   -2.2   16.1    ---    ---    ---    ---   697    1    100.0   30 
 3/06/24  8:30p   -1.1   -0.9   -1.4    89   -2.6   3.2     W   1.61   6.4   SSW   -1.7   -1.2   -1.8  1005.9  0.00   0.0   0.404   0.000   18.9    25   -1.5   16.3    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24  9:00p   -0.9   -0.9   -1.1    89   -2.5   3.2     W   1.61   6.4   WSW   -1.6   -1.0   -1.7  1005.7  0.00   0.0   0.400   0.000   19.2    24   -1.9   16.6    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24  9:30p   -0.9   -0.9   -1.1    89   -2.5   3.2     W   1.61   4.8     W   -1.6   -1.1   -1.7  1005.5  0.00   0.0   0.402   0.000   19.1    23   -2.5   16.4    ---    ---    ---    ---   693    1    100.0   30 
 3/06/24 10:00p   -0.7   -0.7   -0.9    89   -2.3   3.2   WSW   1.61   6.4   WSW   -1.4   -0.8   -1.5  1005.5  0.00   0.0   0.397   0.000   19.3    22   -3.0   16.6    ---    ---    ---    ---   690    1    100.0   30 
 3/06/24 10:30p   -0.7   -0.7   -0.8    89   -2.3   1.6    NW   0.80   6.4     W   -0.7   -0.8   -0.8  1005.6  0.00   0.0   0.397   0.000   19.2    21   -3.7   16.4    ---    ---    ---    ---   695    1    100.0   30 
 3/06/24 11:00p   -0.6   -0.6   -0.7    89   -2.2   3.2     W   1.61   6.4    NW   -1.2   -0.7   -1.3  1005.8  0.00   0.0   0.395   0.000   19.1    21   -3.8   16.3    ---    ---    ---    ---   689    1    100.0   30 
 3/06/24 11:30p   -0.6   -0.6   -0.6    90   -2.0   3.2     W   1.61   4.8     W   -1.2   -0.7   -1.3  1005.6  0.00   0.0   0.395   0.000   19.0    21   -3.8   16.2    ---    ---    ---    ---   693    1    100.0   30 
 4/06/24 12:00a   -0.8   -0.6   -0.9    90   -2.2   3.2     W   1.61   4.8     W   -1.4   -0.9   -1.6  1005.5  0.00   0.0   0.398   0.000   18.9    21   -3.9   16.2    ---    ---    ---    ---   693    1    100.0   30 
 4/06/24 12:30a   -0.8   -0.7   -0.8    90   -2.2   1.6     W   0.80   4.8    SW   -0.8   -0.9   -0.9  1005.4  0.00   0.0   0.398   0.000   18.8    21   -4.0   16.1    ---    ---    ---    ---   694    1    100.0   30 
 4/06/24  1:00a   -1.7   -0.8   -1.7    90   -3.1   1.6   WNW   0.80   6.4     W   -1.7   -1.8   -1.8  1005.4  0.00   0.0   0.417   0.000   18.8    21   -4.0   16.1    ---    ---    ---    ---   692    1    100.0   30 
 4/06/24  1:30a   -1.9   -1.6   -2.2    91   -3.2   3.2   WNW   1.61   6.4     W   -2.7   -2.1   -2.8  1005.3  0.00   0.0   0.422   0.000   18.8    21   -4.0   16.0    ---    ---    ---    ---   692    1    100.0   30 
 4/06/24  2:00a   -1.9   -1.9   -2.3    91   -3.2   3.2     W   1.61   6.4     W   -2.7   -2.1   -2.8  1005.0  0.00   0.0   0.422   0.000   18.7    21   -4.1   15.9    ---    ---    ---    ---   687    1    100.0   30 
 4/06/24  2:30a   -2.3   -1.8   -2.5    91   -3.6   3.2   WSW   1.61   4.8    SW   -3.1   -2.4   -3.2  1005.3  0.00   0.0   0.431   0.000   18.7    21   -4.1   15.9    ---    ---    ---    ---   691    1    100.0   30 
 4/06/24  3:00a   -1.9   -1.8   -2.3    91   -3.2   3.2   WSW   1.61   4.8   WNW   -2.7   -2.1   -2.8  1005.2  0.00   0.0   0.422   0.000   18.6    21   -4.2   15.8    ---    ---    ---    ---   692    1    100.0   30 
 4/06/24  3:30a   -2.0   -1.9   -2.1    91   -3.3   1.6     W   0.80   4.8     W   -2.0   -2.1   -2.1  1005.2  0.00   0.0   0.424   0.000   18.6    21   -4.2   15.8    ---    ---    ---    ---   686    1    100.0   30 
 4/06/24  4:00a   -2.1   -2.0   -2.3    92   -3.2   0.0     W   0.00   3.2     W   -2.1   -2.2   -2.2  1005.4  0.00   0.0   0.426   0.000   18.6    21   -4.2   15.8    ---    ---    ---    ---   695    1    100.0   30 
 4/06/24  4:30a   -2.2   -2.1   -2.2    91   -3.4   0.0     W   0.00   3.2     W   -2.2   -2.3   -2.3  1005.3  0.00   0.0   0.427   0.000   18.6    21   -4.2   15.8    ---    ---    ---    ---   696    1    100.0   30 
 4/06/24  5:00a   -2.0   -2.0   -2.2    92   -3.1   1.6     W   0.80   3.2     W   -2.0   -2.1   -2.1  1005.2  0.00   0.0   0.424   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   697    1    100.0   30 
 4/06/24  5:30a   -1.7   -1.7   -2.0    92   -2.8   1.6     W   0.80   3.2     W   -1.7   -1.8   -1.8  1005.0  0.00   0.0   0.417   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   688    1    100.0   30 
 4/06/24  6:00a   -1.4   -1.4   -1.7    92   -2.6   1.6     W   0.80   4.8     W   -1.4   -1.6   -1.6  1005.0  0.00   0.0   0.412   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   695    1    100.0   30 
 4/06/24  6:30a   -1.3   -1.3   -1.4    92   -2.4   0.0     W   0.00   1.6     W   -1.3   -1.4   -1.4  1004.9  0.00   0.0   0.409   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   688    1    100.0   30 
 4/06/24  7:00a   -1.1   -1.1   -1.3    92   -2.2   0.0     W   0.00   3.2     W   -1.1   -1.2   -1.2  1004.9  0.00   0.0   0.405   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   698    1    100.0   30 
 4/06/24  7:30a   -0.9   -0.9   -1.1    92   -2.1   0.0     W   0.00   1.6     W   -0.9   -1.1   -1.1  1004.8  0.00   0.0   0.402   0.000   18.5    21   -4.3   15.8    ---    ---    ---    ---   693    1    100.0   30 
 4/06/24  8:00a   -0.9   -0.9   -0.9    92   -2.0   0.0     W   0.00   3.2     W   -0.9   -1.0   -1.0  1004.5  0.00   0.0   0.400   0.000   18.6    21   -4.2   15.8    ---    ---    ---    ---   690    1    100.0   30 
